No,pesan,label
1271,Mudah2an sudah terupload smua sebelum z mudik Karna fans modal quota pun butuh daerah dengan jaringan yang bagus.. hiksss Hitungan jam juga br slsi kalo z mo donlot ini di rumahku pi,takut
1272,"""Seperti dulu aku mencintaimu sampai selamanya tanpa akhir cinta tak perlu alasan untuk mengalir""",senang
1273,"""Udah ah udah panjang. Pokoknya tuh aku sayang kamu, i senang you, saranghae, 143""",senang
1274,"""Setiap kali kamu tersenyum padaku hatiku melambung tinggi dan mataku mulai kebingungan... Aku cinta Kamu juga sebuah kalimat yang ingin aku dengar keluar dari bibirmu. -D-""",senang
1275,"""OH MY GOD !!!! !! ! ! ! ! ! ! ! SUDAH SESUAI SAYANG MALAH LEBIH BAGUS DARI PUNYAKU AAAAAAAAA ANAK KITAAAA :""""D /NANGIS BAHAGYA/""",senang
1276,"""[USERNAME] Rumah adalah tempat dimana segala rasa rindu berpulang tentang raga yang merindukan pelukan tentang kasih yang merindukan sayang tentang rindu yang ingin terpecahkan. Sejauh apapun kaki melangkah ada rumah yang selalu menanti kepulangan""",senang
1277,romantis menurutku dan selalu dilakuin setiap jalan....kalau lagi jalan kaki dia gak ngebiarin aku di sisi luar(supaya menghindari keserempet)selalu dijagain gitu,senang
1278,Mungkin si [USERNAME] nalarnya ngga sehat karena fans persija? Ngga semua penyanyi dangdut itu seronok goyangannya. Via Vallen sopan kok bung! [URL],marah
1279,"""Ketika kamu menjadi gadis dewasa dan kamu harus pergi kuliah di kota lain papa harus melepasmu di bandara. Tahukah kamu bahwa badan papa terasa kaku untuk memelukmu? Papa hanya tersenyun sambil memberi nasihat ini itu dan menyuruhmu untuk berhati-hati.""",senang
1280,"""Tapi dia itu bule dong menurut persepsi dia mungkin itu normal Bule bebas ngapain aja gitu? Ingin ku berkata kasar ... KASAR!!!!! [URL]""",marah
1281,"""Ntan busuk banget temen kok kamu gituin. Aku busuk nih trus sadar udah minta maap gak dimaapin nih yaudah terus aja aku busuk. Dan gak pernah bisa difermentasi ke hal baik lagi. Makanya skarang biarin lah aku hidup bergelimang karma dari kalian.""",marah
1282,Dari matamu.. Matamu.. Kumulai jatuh cinta. Kumelihat... melihat.. Ada bayangan... Dari mata kau buatku jatuh... jatuh terus jatuh ke hati.,senang
1283,"""kasian!!! Itu ga ada urusan dgn gw salah ga usah dibela nah imam besar Mesum kok dibela? takut ga msk surga??? Rizik aja belum tentu masuk surga pake disembah2 kaum kampret termasuk kau bukan??? [URL]""",marah
1284,"""Besoknya mamak telpon. """"Kemaren bapakmu bandel kali udah hujan lebat maksa diri buat ke kota. Katanya ada rapat penting yg gak boleh tinggal udah demam kayak gini baru tau rasa dia."""" Aaah ya Allah""",sedih
1285,"""[USERNAME] Hari ini kuliah pas pulang ngeluarin motor dr parkiran bengong alhasil lupa bayar parkir selonongan ajaaa. Keingetnya pas uda di luar maap ya bg :(""",sedih
1286,"""apapun bentuknya pelecehan tetaplah pelecehan """"halah gitu doang"""" """"yaelah udah biasa kali"""" sadar gak sih cat calling udah termasuk pelecehan lohh""",marah
1287,sudah 26hari i nangis terus tiap hari..mata tambah sipit aj..ud mao sebulan kematian jonghyun..hati ini rasanya hampa banget..i miss u so much..TT TT TT [URL],sedih
1288,"""Melihat susunan kepanitiaan inagurasi ospek jurusan dan porangkar ini membuat saya sakit kepala dimana letak ketenangan tahun ketiga yaallah DIMANA""",sedih
1289,"""Sampai kadang berpikir """"Tuhan gak adil. Aku seharusnya yg berada disana"""". Pemikiran seperti ini yang membuat kita sulit mengikhlaskan sesuatu. Namun aku sadar bahwa pemikiran seperti ini keliru. Apakah orang yang berada ditempat itu tidak berjuang dengan keras?""",sedih
1290,"""Pedihnya hatimu krn di dzolimi jadikan itu amplas sakti utk membentuk diri yg lbh kuat dan tegar... membentuk diri lbh bijak dan berbuat lbh banyak kebajikan""",sedih
1291,"""Bekerja adalah ibadah jika dilakukan dengan hati berarti kita melakukan ibadah dengan khusyuk...selamat bekerja dan jangan lupa berdoa semoga berkah""",senang
1292,inayah_k iyaiya ' sudah tidak-usah sedih gitu,sedih
1293,"""keesokan paginya aku tanya sama bapak dan emak apa tadi malam nyalain TV eh ternyata nggak ada yg tau siapa yg nyalain tuh TV. Iihhh aku jadi kepikiran yg nggak-nggak. aku berfikir kalo itu pasti genderuwo yang nyalain tuh TV. iihhh..serem.""",takut
1294,"""Orang yang suka maksa juga bikin ilfeel dari awal. Sering banget kalo ngomong pake kata """"harus"""" """"sekarang"""". Yang buat dia """"harus"""" belum tentu penting kan buat kita? Lagian kenapa juga harus selalu """"sekarang""""? Ngegaji aja kita belum tentu boleh maksa right? Bhay. [URL]""",marah
1295,"""Sukses n keren banget dgn no.1 kualitasbhn krjaitu cita2 pu agar warisan ampe ke cu2sukses tims bbpjn6 barokah terlimpahkan""",senang
1296,SAYANG BANGET SAMA ANAK INI YAAMPUUUUUUNNN COBA YANG BISA NANDINGIN DANCE BADAN KARET TANPA TULANGNYA TEN SINI MAJU WKWKWKW,senang
1297,"""Nah trs ai bakil pan pesen gojek. Ebuset no signal. Sekalinya ada dpt driver nih marah2 ora jelas. Udh kakek2 emang tp ya annoying aja beliau itu. Ingin berkata kasar tp diriku lg penuh dosa. Jd ku tahan.""",marah
1298,""" Lah iya Mphi Serius kk takut liat taehyung jadi psikopat KK d siksa d suntik obat biar nggak kabur Krn di sana dia suka KK tapi KK udah punya pacar""",takut
1299,"""Sayang cuman km yg bisa buat mas bernafas karena kamu adalah oksigen mas sayang. . .""",senang
1300,"""sah-sah saja anda fans persija. Membela pemain klub favorit. Walau persija bapuk. Tapi jangan keliatan banget lah apalagi soal Via Vallen & Simic ini. Mikir!!""",marah
1301,"""Dan yang ditakutkan para mahasiswi ini adalah rasa aman pada bilang agak was-was kalo ada suami nya / anak laki-laki tuan rumah takut di apa""""in wkwkwk""",takut
1302,Kaulah ibuku cinta kasihku Terima kasihku takkan pernah terhenti Kau bagai matahari yang selalu bersinar Sinari hidupku dengan kehangatanmu,senang
1303,"""Tadi pagi nonton infotainment sebelom brkt gawe kris hatta : """" saya aja yang ganteng ditinggalin ama hilda apalagi bang billy yang gak ganteng...."""" gw : """"Astagfirullah..."""" *ngelus dada*""",sedih
1304,Baguslah! Akhirnya kamu yang ateis ( muridnya mumun) ini mengaku dan menyembah teori darwin yang konyol dan tahayul itu. Selamat ya!,senang
1305,"""punya trauma minum air galon. Mungkin gara2 itu air galon kepapr sinar matahari secara langsung sebelum kebeli sm ibu. Mangkanya berubah rasa dan pas gue minumguenya langsung muntah""",takut
1306,"""wartawan di bunu,h guru di bunuh, aktivis di bunuh, sesorang di bunuh ,belasan orang di bunuh, puluhan orang di bunuh, ratusan orang di bunuh, ribuan orang di bunuh, puluan ribu orang di bunuh, ratusan ribu orang di bunuh, jutaan orang di bunuh.""",marah
1307,"""Rabu 06-06-2018 anakbujangku selesai menempuh pendidikan di TK Bhakti Ibu Bakauheni. Eit ternyata ia dapat piala jugak hehehe""",senang
1308,Rafinha yang pemain bola di endorse sama [USERNAME] pula saya udah mainin Gitar dari tangan kanan ke kiri kiri ke kanan dibeliin gitar baru juga enggak sama emak [URL],sedih
1309,Aq yaqin Pentagon - Shine bakal jadi lagu seribu umat juga wkwkwk tapi untuk saat ini Ikon - senang Scenario masih debessss sih hhhh dimana2 lagu itu anjerrr,senang
1310,"""Yg Jelas [USERNAME] & [USERNAME] 1. Tidak kreatif hanya melanjutkan saja. 2. Suka melempar kesalahan kpd pejabat sebelumnya atau kpd bawahan. 3. Pintar bicara terutama ngeles. Kalau sudah begini .. Cuci Tangan selesai.""",marah
1311,senang wedding elizasekar semoga langgeng sampai kakek nenek. - - #wedding #weddingparty #weddingtradisional #adatjawa,senang
1312,"""Rumah bukan sekedar benda mati tempat kita kembali setelah kita pergi tapi rumah adalah tempat kembali untuk segala pergiseperti keluarga (ayah & ibu) yg bisa menenangkan saat kita marah kepada dunia tapi mereka tetap mendukung dan ada pada titik terendah kita. Rumahku surgaku [URL]""",senang
1313,"""aku baru merasakan apa itu jatuh cinta aku tidak bisa menghentikannya aku tidak bisa menghentikan diriku yang selalu ingin dekat dengan mu""",senang
1314,"""Untuk sebagian orang lagu ini mungkin alay. Tapi ini lagu pertama yg ai bawain pake sound dan panggung yang lumayan bagus. I was nothing back then""",senang
1315,"""Aku gatau. Aku ingin menjagamu supaya cukup biaya hidupmu. Tapi aku sudah pada batas ku. Dan aku juga punya kebutuhan. Menurut ku gaya hidupmu tinggi tidak seharusnya. Aku takut mengingatkanmu""",sedih
1316,"""[USERNAME] [USERNAME] Bentar bung. Saya ngakak dulu. Hahahahaha Ini gempa lokal bung jadi potensi tsunaminya juga tsunami lokal. Gak perlu risau.""",senang
1317,"""Yang jual Permen Ting-Ting dimana ya? Kangen! Ini permen tapi lagu di iklannya """"Ting-Ting bukan permen... Ting-Ting bukan biskuit"""" #KangenTingTing [URL]""",sedih
1318,"""Spontan nyalain flash hp dan nyari tissue buat lap. Tak lupa sebelumnya gue senter bagian atas kamar sejajar sama lokasi tetesan gak ada apa apa. Mau liat hasil lap di tisu pun parno pas braniin liat untung ya cuma air biasa karena lagi flu percuma jg mau nyium itu baunya""",takut
1319,[USERNAME] Saya mau tanya apa bener UN tahun 2018 untuk jenjang SMA sederajat akan di adakan ulang ? Banyak berita di luar sana bahwa akan ada remidial UN pada bulan juli mendatang . Mohon kejelasan nya .. Terima kasih [USERNAME] #FaktaAtauHoax,takut
1320,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Biasanya yg bikin barisan sakit hati yg sdh nggak dpt jatah selama jkw jd gubernur DKI dan skrg jd presiden tujuannya membentuk opini publik spy kalah pilpres # Salam 2 PERIODE,marah
1321,"""Saya tidak pernah mendapatkan edukasi mengenai efek buruk dan bahaya merokok ketika di sekolah baik di SD SMP atau SMA. Sama sekali. Tidak pernah ada edukasi yang ada hanya sanksi kepada yang sudah terlanjur merokok tanpa berusaha melarang dan mencegah kami untuk merokok.""",sedih
1322,Baru kali ini liat kasur sama selimut nggak tergoda. Masih lebih tergoda baring di lantai sambil kipas2. Mungkin majalaya emang beda benua sama bandung :(,sedih
1323,Makasih selalu ciptain lagu bagus buat nuest dan nuble huhuhu you've work hard sayang jadi sini peluk akuu aja gak usah peluk tiang :') #senang_BAEKHO_Day,senang
1324,Benny: nay kata orang-orang api itu panas Naya: ya iyalah ben.. Benny: tapi ada yang lebih panas lagi nay Naya: apaan itu ben? Benny: kobaran cinta aku nay... Naya: O in aja..,senang
1325,"""sangat bersyukur bisa mendoakan kakeknya Bung Karno bersama anak-anak yatim piatu. #BulanBungKarno #JuniBulanBungKarno #PenyambungLidahRakyatIndonesia #nomor2untukjatim #jatimpilihgusipulputi #KabehSedulurKabehMakmur [USERNAME] h""",senang
1326,"""UWWHHH senang ONE MONTH WITH UNNIEEE! SEMOGA BISA KETEMU DI BULAN BULAN BERIKUTNYA NDE! MAKIN SAYANG SAMA AQ DAN SEMOGA KITA MENJADI KELUWARGA YG SAMAWAAA WKWKWKWK SARANG APA? SARANGEYOOO""",senang
1327,Bekerja dg hati dan selalu mengandalkan dari Allah sendiri itu hasilnya beda dan awet. Selamat bertransformasi menjadi comdev yg sesungguhnya. Sbg teman saya selalu berikan support Dena \,senang
1328,MANIS BANGET SIH TAMBAH SAYANG KAN YA AMPUN JIMIN ADABYU BUING BUING,senang
1329,"""Ini akan baik jika kita saling bertukar posisi. Awalnya istri yg atur kemudian ada tudingan krg mengenakan. Biarkan suami yg mengatur.. dan lihat apa msh bs ada kalimat2 pembuat murka yg dilontarkan ulang ? :"""")""",marah
1330,"""Tak perlu irikita punya sepi sendiri-sendiri. Jika hidup orang tampak meriahitu karena sepi dirayakan dengan mewah. - Adimas Imanuel [URL]""",sedih
1331,"""jangan sok akrab ye mention mention gue maling dulu aje yg bener nanti kalo udah sukses jadi malingnye baru gue bales mentionan lu lu pada .. #SalamSatuNyaliLari #BonekJancuk [URL]""",marah
1332,"""Eh nganu kalau kita ditelpon orang yg mau nipu bisa gak sih kita laporin polisi berdasarkan nomor telpon dia? Kan tiap nomor sekarang udah teregisterasi ya? Terus bakal ditindaklanjuti gak ya? Maksudnya tuh biar orgnya ditangkap dan gak makan korban.""",takut
1333,"""Jadi yes mengatur kesiapan yu yu buat punya anak bukan cuma dari mental mengatur kesiapan yu yu buat punya anak bukan cuma dari mental tapi juga kesiapan finansial. Harus imbang men. Aing sih percaya tanaman yang dari awal dirawat dengan baik beda kualitas sama yang dibiarin idup gitu aja.""",senang
1334,Protes warga yg tak terima anaknya diterima masuk ke SMA negeri bukan karena kualitas sekolah negeri lebih baik atau bisa membuat anak2nya sukses. Tapi karena biayanya yg lebih murah. Ini benar2 zaman sulit.,sedih
1335,pancasila diuangin THR dipaksain pendidikan dijualin otak dikandangin kampus disatronin 2 periode dibatalin. #batalin2periode [URL],marah
1336,Hamdulilah si FIFA ternyata adil wkwkwkwk~ So senang finally [USERNAME] song will be played at the stadium too yipiiee,senang
1337,"""Aq lebih takut ama manusia daripada ama setan. Gk pernah ada setan kemanusiaan tapi kalo manusia kesetanan banyak bahkan seram abis""",takut
1338,Anis bilang Prabowo didukung mafia asal mangap apa fakta?? sok nyolot kunyuk [USERNAME] satu ini nggak ada sopan santunnya sama pemimpin,marah
1339,"""[USERNAME] kalo gue blm punya apa2 padahal gue pengen bawa cewek gue ke jenjang yg lebih lanjut lebih serius jelas gue minder. takut gabisa memenuhi kebutuhan dia secara materi. inilah yg bikin gue takut buat menikah endingnya.""",takut
1340,"""TAPI ITU TAKUT WOY sumpah beneran sampe paralyzed. Gemeteran. Gabisa ngapa ngapain dan gabisa mikir. Temen temen gua pada bilang """"kenapa lu galari?"""" """"Lari anjir malah diem disitu"""" """"gua kl jadi lu udh lari dah"""" well i would said the same thing if i were you. Tp lu gatau rasanya""",takut
1341,Dr dulu suka gemes sndr tiap abang maen game maapin ya klo maminya sering ikutan nimbeung ya bang #cinta #kiddos #play #games,senang
1342,"""Bapak Kos liat sinetron di ruang tengah. Bule dateng terus bilang """"Nangis-nangis terus kenapa Indonesia bikin film nangis-nangis terus"""" emmm kenapa kira2?""",sedih
1343,"""Tersenyum saja walau terpaksa saat kau di khianati sahabat atas janji dan sumpah setianya karena kau sdg di perlihatkan betapa bangsatnya dia dan dijauhkannya hatimu dari memberi rasa sayang padanya""",sedih
1344,"""[USERNAME] [USERNAME] Menanti balasan dari tuhan gitu yha? yha sih doa orang yg tersakiti itu mujarab asli!. Intinya terlalu cinta Disakitin apapun itu ia tetep cinta. Kasian gw jadinya :('""",sedih
1345,"""[USERNAME] [USERNAME] [USERNAME] Anda benar. Tidak disemua tempat kita boleh melaksanakan sholat salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terku""",takut
1346,"""Awalnya di bio ig dituliskan every picture has a story dan aku mulai merenungkan kayaknya engga deh emang di balik foto selfie ada cerita apaan. Oke berarti harus di ubah berarti menjadi berisi cekrekan teman dan cekrekan sendiri. Sip""",senang
1347,Ya Allah mhn berikanlh kekuatan dan kesehatn buat yg menjalankan tugas #JelajahDesa2018 Wakil Ketua MPR [USERNAME] dan Mendes [USERNAME] dan rombongn serta masyrakt untk menuju ridhoMU. Aamiin3 [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],senang
1348,"""#PacaranJamanDulu baru jadian langsung ganti status di Facebook """"berpacaran dengan..."""" kalo putus langsung saat itu juga ganti status di Facebook """"Lajang"""" """,senang
1349,[USERNAME] [USERNAME] [USERNAME] Apakah bisa di anggap saudara jika mreka akan membubarkan acara ustadz yg akan memberikan tausiah ilmu kpd kami???mikir dikit napa??,marah
1350,"""Kalo aku bilang sayang sama kamu tandanya aku bohong sama kamu.. Kalo aku bener sayang aku pasti nikahin kamu.. Makanya aku mau nikahin kamu..""",senang
1351,"""Nona tidak perlu takut toh ini hanya gerimis kan? Sudah ku siapkan rumah untuk berteduh barangkali nanti berubah menjadi hujan angin. #ceritakemarinsore #spoiler""",senang
1352,[USERNAME] Mas Adie biasanya para pecundang memang kaya gitu...selalu berharap hal terburuk menimpa negri ini sambil meperkeruh suasana .... dengan harapan ada kesempatan untuk mencuri kekuasaan...#2019IstiqomahJokowi,marah
1353,"""Cinta mengerti apa yang tak diungkapkan merasakan tanpa dijelaskan karna cinta bukan tentang wajah nan rupawan tapi cinta itu tentang sebuah pengertian""",senang
1354,"""Permulaan cinta adalah membiarkan orang yang kamu cintai menjadi dirinya sendiri dan tidak merubahnya menjadi gambaran yang kamu inginkan. Jika tidak kamu hanya mencintai pantulan diri sendiri yang kamu temukan di dalam dirinya.""",senang
1355,"""Hah? Yg kemarin dipermasalahkan di kasus Gitasav kan bukan bagian sexual harrasment Gitasav ke Tristan itu sih udah bener. Yg dipermasalahkan kan cara dia merespon Helmi. Those are two different cases. Kayaknya banyak ya yg salah paham kmrn yg kontra sm Gitasav di case mana.""",marah
1356,Kamu.... Ah aku benci semuanya! :'(,sedih
1357,"""[USERNAME] [USERNAME] Coba selama masa jabatan anda pak [USERNAME] apa saja yg sudah anda lakukan untuk Indonesia agar disegani bangsa2? Bangsa mana saja yg sudah menyegani Indonesia?""",marah
1358,[askmf] tadi jam 10 gue beraniin buat line dia duluan. Tp sampe skrng masi takut buka line(aplkasinya gue stop jd gada notif) gue takut gadibaless:(,takut
1359,"""Persahabatan itu tidak perlu filosopi tidak memiliki nilai dalam hidup. akan tetapi itulah yang memberikan nilai untuk kelangsungan hidup senang friendship day""",senang
1360,[USERNAME] [USERNAME] Keledai itu dibilang bodoh karena bisa jato ke lobang yg sama.. ternyata ada juga yang lebih parah dari keledai. Bikin emosi aja ngebayangin besok,marah
1361,"""gw suka, gw mau ktmu, gw ntn konser sndrian no prob yg penting di dalem gw have fun.""",senang
1362,"""yang aku aja inget :"""") malah kemaren siapa yang ngajarin aku rap lagu ini? gatausih(?) gapapa aku tetep sayang kok bri hehe""",senang
1363,[USERNAME] sebagai jiwa berwirausaha atau pengusaha harus berani mengambil resiko apapun itu demi usaha nya kegagalan awal dari kesuksesan,senang
1364,"""Di logika aja gini sblm2nya gua dan temen2 gua ga pernah deket2 kamar itu ga sampe ini setan nongol anjir. Gara2 si abang jadi nongol itu setan gua takut.""",takut
1365,"""[USERNAME] Akhirnya kutemui kembali lelaki yg sekian tahun lalu gagal aku dekati Ketika tahun ini ingin memperjuangkan cinta kembali ternyata kau sudah ada calon untuk kau nikahi""",sedih
1366,JILBABER BAJU NATAL NORAK & ANJING2 KALIAN SDH MNYAMBUT DI HOTEL WAHAI INTEL SETAN [USERNAME] [USERNAME] APEP AHMAD TARDIYANA URBANE ANJING !! INI AJA POLA ULAH INTEL BUSUK LO NGIKUTIN ORG KEMNPUN TAEKKKK !! ALAT TEROR BNGSAT LAGI2 KALIAN PASANG DI KAMAR KERJASAMA DGN HOTEL TAEK!,marah
1367,"""Kadang gak setuju sih kalo mau bikin impression bahwa lu itu arsitek dengan cara isi feed ig dengan hal berbau arsitektur. Yah padahal bagi aing sih ig ya buat interest aja ga melulu hal arsitektur. Dan banyak media lain selain ig semacam behance issuu dll buat memamerkan karya""",marah
1368,iya ya kok saya bodoh si dana jatuh dilubang yang sama wkwk tidak-kuat nih saya begini mulu! capai,sedih
1369,Sedih lihat kondisi rahtawu sekarang kyk gini.... lebih suka kondisi rahtawu yang dulu sepi dan alami... . . #sekitarkudus #infosekitarkudus #kudus #riprahtawu [USERNAME] [URL],sedih
1370,"""separah inilah aku yang tak mengerti bahwa ada fitur sms banking dan i-banking. okay i'm done~ btw terimakasih sudah menjadi yg tersabar menghadapi diriku yg gapteknya gak ketulungan semoga alam semesta mengamini chatmu ya!""",sedih
1371,"""Kalo emg td hari terakhir bsa bercanda2 sama lu inshaallah gue udh siap buat pisah... Biar berat jga gaboleh egois moga sukses ya lo ke depan""",sedih
1372,beberapa hari yang lalu foto aku di posting salah satu akun Instagram milik bisnis transportasi kapal laut tanpa izin dan tidak mencantumkan si pemilik karya,marah
1373,"""Gue sama kakak gue adalah orang yang jago makan pedes. Lagi musim ayam geprek atau gepuk pastimintanya yang paling pedes. Jadi kemarin siang gofood OK Cis (Ayam Geprek Ria Ricis) ternyata enak. Malamnya beli lagi dan makan di tempat.""",senang
1374,"""Akhirnya ku putari itu thamrin sampe pening kq ini w melihat-lihat. Dan yu kno wat? Banyak bgt dong baju kemeja koko bomber jacket kaos cakep2 bgt bwt brondong dan mantan w.""",senang
1375,[USERNAME] [USERNAME] [USERNAME] Negara mana didunia ini yg bisa memendam liberalisme? Afganistan? Pakistan? Iran? Termasuk negara maju ga mereka sekarang? Negara mana yg masih menggunakan khilafah?,marah
1376,Hal yg paling mengejutkan saat kamu cukup dalam merenungkan hal ini adalah kamu akan tersadar bahwa cinta tanpa ekspektasi sebenarnya adalah bentuk cinta dengan tingkatan paling tinggi. Mengapa? Krena cinta tanpa ekspektasi adalah bentuk KEPASRAHAN TOTAL kepada ILAHI.,senang
1377,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Ku ditinggal senja Malam menghampiri Sendiri ku dalam menanti Segera oh angin sampaikan rinduku Terlupakah kau pada janjimu Ketika bersama rindu bergelora Perpisahan menikam jiwa Kau pandai mengusik kau pan,sedih
1378,"""Lanjut di #PanoramaCantik bareng Lia Sobat Cantik kamu termasuk cewek yang kalau keluar rumah suka pakai sunscreen atau yang cuek aja ya paling cuma pakai jaket doang. Yahh karena kita kan memang harus melindungi kulit tubuh dari paparan sinar matahari biar gak kusam.""",senang
1379,Iya nee gimana ya hadiahnya hadeh lama bingitt,marah
1380,"""Beberapa orang menepatkan dirinya di belakangmu selangkahbukan berarti dia kalahhanya saja mungkin dia menyukai posisi ituya.dia suka di belakangmudan kamu terus menatap ke depantanpa tau cinta ada di belakangmu.""",sedih
1381,"""[USERNAME] Amin Punten Pa ada issu miring terkait rencana pertemuan (buka bareng) dgn kuwu-kuwu serta Rt/Rw di-kecamatan ciwaringin sore nanti bertempat dirumah bos buah depan RS Sumberwaras...""",takut
1382,"""Untuk yg sakit semoga disehatkan Untuk yg mencari pekerjaan ditemukan segera Untuk yg bimbang diberikan keyakinan Untuk yg hilang arah diingatkan kembali ke Allah Sehat dan bahagia selalu""",senang
1383,"""[USERNAME] Kl makan siang di warteg blkng kntr andalan gue makan di situ adlh paket 7rb haha smp bu haji nya tau klo stiap mau bayar dia bilang """"biasa 7rb"""" :') klo makan mah yg penting kenyang. Untungnya aku bukan tipe org yg suka nongki2. Dan klo mau beli a""",senang
1384,"""Jd ceritanya adekku pinjem buku paket ke mantan Kk kelas yg udh lulus nah gak sengaja nemuin kertas nyelip disalah satu halaman pas adekku baca bilang eh mb surat cinta trs ku baca dgn bersuara""",senang
1385,Kajian pagi 4/6/18 Sakit? Sedekah. Sedih? Sedekah. Kamu ga akan pernah tau dari pintu sedekah yang mana kah Allah akan mengembalikan sedekahmu dalm bentuk yang tak pernah kamu duga. Masih banyak lagi keajaiban sedekah lainnya.,senang
1386,"""[USERNAME] Aku gak salah bila mohon pd [USERNAME] segera Perintahkan MENKES utk menambah Ruangan Khusus """"Sakit Jiwa"""" pd stiap Rmh Sakit. Sbab tdk menutup kemungkinan USAI PILPRES stiap Rmh Sakit akan dibanjiri Pasien """"Sakit Jiwa"""". Tanda2 kearah sa""",takut
1387,"""[USERNAME] [USERNAME] lah gimana saya mau pilih golkar krn orang yg katanya penting ga memperkuat investasi di indonesia nabung saham katanya mules kalau lihat saham bakrie group! Pemerintah perlu tertibkan pt2 spt saham bakrie [USERNAME]""",marah
1388,"""Walau Ramadhan menyebarkan energi kebaikan harus lebih semangat dibandingkan sebelumnya terima kasih untuk PLN BATAM. [URL]""",senang
1389,"""[USERNAME] Sekedar mengingatkan juga mas mungkin cari tahu apa penyebab dollar terus melambung sebelum kasih statement yg menggiring opini seperti ini.""",marah
1390,"""Lu pengen nonton film dibioskop tapi ga punya tiket terus lu boleh gitu ikut nonton? Ya gitu lah kalo paku payung dikasih nyawa udah ga ada tiket tapi tetep maksa TOLOL sih""",marah
1391,"""Baru kali ini pemakaian fasilitas laboratorium dikampus sendiri bayar kalo begitu uang yang dibayarkan tiap semster apa tidak termasuk?? Di doain yang buruk apa yang baik nih""",marah
1392,Astaga bru bbrapa minggu ga ada kabar klian bareng2 event gtu kok ya kangen miss you so much guys,sedih
1393,Fuck u lol...loe mau jatuhin agnezmo kan..ha ha,marah
1394,bangun tidur langsung disuruh pergi tapi disuruh mandi dulu dan harus nyampe sebelum ashar ya bayangin aja bangun aja jam 3 -_- [URL],sedih
1395,"""Setiap orang pasti ada masalah.. Masalah nya berbeda beda asalkan kita mampu mengatasi masalah itu sendiri... Tapi masalah yang aku hadapi sulit untuk diatasi sendiri Bingung resah [URL]""",takut
1396,"""Kemarin ngelihat lamtur ngomongin tentang bank bni yang bermasalah. Awalnya dicuekin sih tapi jadi perhatian banget setelah hari ini uang gaji keluar kata mbanking tapi waktu di cek malah yang keluar cuma 2.5 persen dari gaji yang harusnya keluar #BNI46""",sedih
1397,sampe sekarang aku udah ngga bisa peka lagi kalo di deketin cowo. sampe aku insecure sama cowo aku ngerasa kaya hati aku udh rusak buat jatuh cinta lagi,sedih
1398,Entah kenapa jadi serem naik KRL malem malem akibat cerita nyokap kalo adik iparnya itu pernah naik KRL hantu (kereta hantu gitu) dari St. Lenteng Agung ke St. Tebet. Yah tapi itu tahun sebelum KRL ber-AC kayanya.,takut
1399,"""dari mau tdrv tidur sampe bgn tdr kok yaa kayak ngerasa aneh.. ga enak hati. udah dibawa istighfar masih aja. bgn tdr kayak sedih kayak mikir ga puguh. ini knp bgt coba :(""",sedih
1400,"""[USERNAME] .... Namanya Hijrah itu.... Orang Baik berpindah menuju ke Ketempat yg Lebih Baik..... Kalo Rizieq orang yg berbuat sangat buruk melarikan diri (bukan hijrah) ke negara orang lain.""",marah
1401,"""Pasti km akan berpikir bagaimana cara menggantiku kelak. Tapi kumohon. Sesuaikan lah gaya hidup dengan kondisi. Aku ikhlas membantu. Ini untuk kelanjutan mu kelak. Disaat aku tak punya apa"""" untuk membantu""",sedih
1402,"""Eh gimanasi rasanya dapet THR Enak ga? Semriwing2 gitu nga sik? Ceritain dikit dong gimana rasanya selama idup 20 taon belum pernah dapet THR :(((""",sedih
1403,"""Sebenernya bos yang suka nanya karyawannya """"udah punya pacar mbak?"""" sampe detail itu tuh tujuannya apa ya? Deg degan w jawabnya takut ngaruh ke kerjaan w. Dulu di kantor lama juga gitu bosnya ._____.""",takut
1404,Dari matamu matamu ku mulai jatuh cinta,senang
1405,"""udah ah tetep ariel tatum idolaquh. betapa banyak kata2 tidak pantas dari para netijen lelaki tapi doi stay calmdown. namanya public figure mah kudu setrong ya mbak ariel """,senang
1406,"""Dak ayo lebaran ke bandung aja tar di sana biaya makan sama akomodasi gak usah mikir tar ikut aja. Jika saja saya di izinkan saya sudah ikut ajakan ke Bandung""",senang
1407,"""Demi apa kalau gue punya pc ban Agus gue trade langsung nih sama si Mas""",senang
1408,Salah satu efek merapi sama bom bagi orang yang mau bikin event. Negara lain takut ke Jogja dan Indonesia karena. Jadi aku lagi ada event internasional dan beberapa negara belum konfirmasi karena takut sama merapi sama teror juga. Moga merapi lekas reda :) moga ngga ada bom lagi.,sedih
1409,"""Terimakasih berkenan hadir buka bersama.. Merdunya lantunan suara azhan.. Terdengar dari arah mushola.. Kuucap sapa untuk semua.. Selamat Berbuka Puasa Teman-Teman.#bukber [URL]""",senang
1410,Dari pada update kesel kesel Mending update resep makanan buat buka dan sahur Tapi ntar takut jadi ada yang kesel :( *negatifthinking* *astaghfirullah* #barunikah,sedih
